"","X","id","Handle","Text","Author","Category","Retweets","Favorites","first_word","second_word","third_word"
"2941",19231,2941,"Da_MichaelScott","Those shoulder pads are really boss man.","Michael Scott (The Office)","TV Show",147,289,"boss","pad","shoulder"
"2942",19237,2942,"Da_MichaelScott","Dwight you ignorant slut!","Michael Scott (The Office)","TV Show",593,937,"slut","ignor","dwight"
"2943",19244,2943,"Da_MichaelScott","It's Graaaaaape! Soda!","Michael Scott (The Office)","TV Show",43,188,"graaaaaap","soda",NA
"2944",19246,2944,"Da_MichaelScott","I'm just a 44 year old guy with a paper route.","Michael Scott (The Office)","TV Show",140,349,"rout","year","old"
"2945",19247,2945,"Da_MichaelScott","Good thing Russia doesn't exist anymore.","Michael Scott (The Office)","TV Show",329,578,"russia","exist","anymor"
"2946",19248,2946,"Da_MichaelScott","I have eggs in my crocs.","Michael Scott (The Office)","TV Show",271,447,"croc","egg",NA
"2947",19249,2947,"Da_MichaelScott","Happy Coming Out Day! I'm coming out....hetero.","Michael Scott (The Office)","TV Show",75,258,"come","outhetero","day"
"2948",19253,2948,"Da_MichaelScott","ASAP as possible.","Michael Scott (The Office)","TV Show",806,1212,"asap","possibl",NA
"2949",19254,2949,"Da_MichaelScott","She is in the terminal stages of her pregnancy.","Michael Scott (The Office)","TV Show",154,501,"pregnanc","stage","termin"
"2950",19256,2950,"Da_MichaelScott","I understand nothing.","Michael Scott (The Office)","TV Show",396,482,"understand","noth",NA
"2951",19257,2951,"Da_MichaelScott","T-shirt idea: Goodbyes stink.","Michael Scott (The Office)","TV Show",149,369,"stink","tshirt","goodby"
"2952",19261,2952,"Da_MichaelScott","I have eggs in my crocs.","Michael Scott (The Office)","TV Show",319,492,"croc","egg",NA
"2953",19264,2953,"Da_MichaelScott","Big butt. Bigger heart.","Michael Scott (The Office)","TV Show",727,856,"butt","bigger","big"
"2954",19265,2954,"Da_MichaelScott","Who's that bestest mensch?","Michael Scott (The Office)","TV Show",37,187,"bestest","mensch","whos"
"2955",19270,2955,"Da_MichaelScott","You can't get diseases from a bird!","Michael Scott (The Office)","TV Show",104,211,"bird","diseas","cant"
"2956",19273,2956,"Da_MichaelScott","That's what she said.","Michael Scott (The Office)","TV Show",480,508,"said","that",NA
"2957",19275,2957,"Da_MichaelScott","I'm not superstitious, but I am a little stitious.","Michael Scott (The Office)","TV Show",624,768,"stitious","superstiti","littl"
"2958",19276,2958,"Da_MichaelScott","Monkey see, monkey do, monkey pee all over you.","Michael Scott (The Office)","TV Show",226,391,"monkey","pee","see"
"2959",19283,2959,"Da_MichaelScott","You just gots to get your freak on.","Michael Scott (The Office)","TV Show",327,370,"freak","got","get"
"2960",19285,2960,"Da_MichaelScott","Gay porn, straight porn, it's all gooooood.","Michael Scott (The Office)","TV Show",77,221,"porn","gooooood","straight"
"2961",19293,2961,"Da_MichaelScott","Crazy world. Lotta smells.","Michael Scott (The Office)","TV Show",353,536,"lotta","crazi","smell"
"2962",19295,2962,"Da_MichaelScott","What is wrong with me today? Usually hit those!","Michael Scott (The Office)","TV Show",116,274,"hit","usual","wrong"
"2963",19300,2963,"Da_MichaelScott","Goooooood morning Vietnam!","Michael Scott (The Office)","TV Show",228,438,"goooooood","vietnam","morn"
"2964",19303,2964,"Da_MichaelScott","Diversity tomorrow, because today is almost over.","Michael Scott (The Office)","TV Show",168,361,"almost","divers","tomorrow"
"2965",19304,2965,"Da_MichaelScott","I am 2/15ths Native American.","Michael Scott (The Office)","TV Show",224,442,"american","nativ","ths"
"2966",19305,2966,"Da_MichaelScott","Try my gookie gookie!","Michael Scott (The Office)","TV Show",110,354,"gooki","tri",NA
"2967",19309,2967,"Da_MichaelScott","New York is like Scranton...on acid.","Michael Scott (The Office)","TV Show",203,484,"scrantonon","york","acid"
"2968",19311,2968,"Da_MichaelScott","Yous would be de belle of de ball.","Michael Scott (The Office)","TV Show",192,310,"yous","bell","ball"
"2969",19312,2969,"Da_MichaelScott","Limitless paper in a paperless world.","Michael Scott (The Office)","TV Show",312,580,"limitless","paperless","paper"
"2970",19316,2970,"Da_MichaelScott","Who wants the oven mitt?!?!?!","Michael Scott (The Office)","TV Show",96,279,"mitt","oven","want"
"2971",19318,2971,"Da_MichaelScott","Hello Mr. Buttlicker, how may we help you.","Michael Scott (The Office)","TV Show",203,460,"may","hello","help"
"2972",19322,2972,"Da_MichaelScott","BFD, engaged ain't married.","Michael Scott (The Office)","TV Show",89,274,"bfd","engag","aint"
"2973",19326,2973,"Da_MichaelScott","What is wrong with me today?? Usually hit those!!","Michael Scott (The Office)","TV Show",135,312,"hit","usual","wrong"
"2974",19328,2974,"Da_MichaelScott","I believe HR is a breeding ground for monsters.","Michael Scott (The Office)","TV Show",187,391,"monster","ground","breed"
"2975",19332,2975,"Da_MichaelScott","Look at him. What a stupid face.","Michael Scott (The Office)","TV Show",221,344,"stupid","face","look"
"2976",19333,2976,"Da_MichaelScott","Just poopin. You know me.","Michael Scott (The Office)","TV Show",268,524,"poopin","know","just"
"2977",19334,2977,"Da_MichaelScott","It's Britney, Bitch.","Michael Scott (The Office)","TV Show",426,687,"britney","bitch",NA
"2978",19339,2978,"Da_MichaelScott","Like alcohol ever killed anybody.","Michael Scott (The Office)","TV Show",442,824,"anybodi","alcohol","kill"
"2979",19341,2979,"Da_MichaelScott","This one's for you, Cherokee Jack.","Michael Scott (The Office)","TV Show",158,303,"cheroke","jack","one"
"2980",19342,2980,"Da_MichaelScott","I'm like Forrest Gump...except not an idiot.","Michael Scott (The Office)","TV Show",174,447,"forrest","gumpexcept","idiot"
"2981",19344,2981,"Da_MichaelScott","You don't know me. You've just seen my penis.","Michael Scott (The Office)","TV Show",291,629,"peni","seen","youv"
"2982",19346,2982,"Da_MichaelScott","I drove my car into a bleeping lake.","Michael Scott (The Office)","TV Show",162,458,"bleep","drove","lake"
"2983",19349,2983,"Da_MichaelScott","They are trying to make me an escape-goat.","Michael Scott (The Office)","TV Show",183,406,"escapegoat","tri","make"
"2984",19350,2984,"Da_MichaelScott","Scranton What? The Electric City!","Michael Scott (The Office)","TV Show",556,970,"electr","scranton","citi"
"2985",19351,2985,"Da_MichaelScott","In prison, you are somebody's bitch.","Michael Scott (The Office)","TV Show",170,437,"prison","bitch","somebodi"
"2986",19356,2986,"Da_MichaelScott","Your job is being my friend, Pam.","Michael Scott (The Office)","TV Show",249,661,"job","pam","friend"
"2987",19357,2987,"Da_MichaelScott","I have big balls.","Michael Scott (The Office)","TV Show",72,158,"big","ball",NA
"2988",19360,2988,"Da_MichaelScott","SNIP SNAP SNIP SNAP SNIP SNAP","Michael Scott (The Office)","TV Show",363,742,"snap","snip",NA
"2989",19362,2989,"Da_MichaelScott","Early worm gets the...worm.","Michael Scott (The Office)","TV Show",273,463,"theworm","worm","earli"
"2990",19370,2990,"Da_MichaelScott","Limitless paper in a paperless world.","Michael Scott (The Office)","TV Show",407,717,"limitless","paperless","paper"
"2991",19372,2991,"Da_MichaelScott","Pam, your job is being my friend.","Michael Scott (The Office)","TV Show",286,714,"job","pam","friend"
"2992",19373,2992,"Da_MichaelScott","It's never too early for ice cream.","Michael Scott (The Office)","TV Show",431,538,"cream","ice","earli"
"2993",19380,2993,"Da_MichaelScott","They are trying to make me an escape-goat.","Michael Scott (The Office)","TV Show",219,462,"escapegoat","tri","make"
"2994",19381,2994,"Da_MichaelScott","Diversity tomorrow, because today is almost over.","Michael Scott (The Office)","TV Show",233,481,"almost","divers","tomorrow"
"2995",19382,2995,"Da_MichaelScott","It's not about the horniness it's the loneliness.","Michael Scott (The Office)","TV Show",100,287,"horni","loneli",NA
"2996",19384,2996,"Da_MichaelScott","This is Creed, and he is in charge of…something.","Michael Scott (The Office)","TV Show",163,522,"…someth","charg","creed"
"2997",19387,2997,"Da_MichaelScott","Hey hey hey! It's Fat Halpert!","Michael Scott (The Office)","TV Show",176,538,"hey","fat","halpert"
"2998",19389,2998,"Da_MichaelScott","Dwight you ignorant slut!","Michael Scott (The Office)","TV Show",892,1346,"slut","ignor","dwight"
"2999",19401,2999,"Da_MichaelScott","You ain't gonna be messin' with my chillun.","Michael Scott (The Office)","TV Show",171,326,"chillun","messin","aint"
"3000",19402,3000,"Da_MichaelScott","Hello Mr. Buttlicker, how may we help you.","Michael Scott (The Office)","TV Show",290,583,"may","hello","help"
"3001",19403,3001,"Da_MichaelScott","This is Creed, and he is in charge of…something.","Michael Scott (The Office)","TV Show",209,609,"…someth","charg","creed"
"3002",19404,3002,"Da_MichaelScott","Why be a dad when you can be the fun uncle.","Michael Scott (The Office)","TV Show",299,733,"dad","uncl","fun"
"3003",19405,3003,"Da_MichaelScott","Limitless paper in a paperless world.","Michael Scott (The Office)","TV Show",529,923,"limitless","paperless","paper"
"3004",19407,3004,"Da_MichaelScott","Pam, your job is being my friend.","Michael Scott (The Office)","TV Show",355,886,"job","pam","friend"
"3005",19408,3005,"Da_MichaelScott","It's never too early for ice cream.","Michael Scott (The Office)","TV Show",582,627,"cream","ice","earli"
"3006",19414,3006,"Da_MichaelScott","I made one tiny mistake. I wore women's clothes","Michael Scott (The Office)","TV Show",446,955,"tini","wore","cloth"
"3007",19420,3007,"Da_MichaelScott","Dwight you ignorant slut!","Michael Scott (The Office)","TV Show",1587,1976,"slut","ignor","dwight"
"3008",19421,3008,"Da_MichaelScott","I hate so much about the things you choose to be","Michael Scott (The Office)","TV Show",1100,1208,"choos","hate","much"
"3009",19431,3009,"Da_MichaelScott","It's a good thing Russia doesn't exist anymore","Michael Scott (The Office)","TV Show",687,829,"russia","exist","anymor"
"3010",19433,3010,"Da_MichaelScott","May your hats fly as high as your dreams","Michael Scott (The Office)","TV Show",736,895,"hat","fli","high"
"3011",19435,3011,"Da_MichaelScott","HARDCORE PARKOUR","Michael Scott (The Office)","TV Show",1436,1479,"hardcor","parkour",NA
"3012",19440,3012,"Da_MichaelScott","Just poopin you know how I be","Michael Scott (The Office)","TV Show",673,995,"poopin","know","just"
"3013",19445,3013,"Da_MichaelScott","Peach Iced Tea. You're gonna hate it","Michael Scott (The Office)","TV Show",279,497,"peach","tea","ice"
"3014",19446,3014,"Da_MichaelScott","ENTOURAGE!","Michael Scott (The Office)","TV Show",211,359,"entourag",NA,NA
"3015",19454,3015,"Da_MichaelScott","SWAG. Stuff We All Get","Michael Scott (The Office)","TV Show",588,657,"stuff","swag","get"
"3016",19455,3016,"Da_MichaelScott","I'll have the chicken breast. Hold the chicken.","Michael Scott (The Office)","TV Show",1010,1346,"chicken","breast","hold"
"3017",19459,3017,"Da_MichaelScott","Dwight you ignorant slut!","Michael Scott (The Office)","TV Show",1506,1224,"slut","ignor","dwight"
"3018",19470,3018,"Da_MichaelScott","It's Graaaaaape! Soda!","Michael Scott (The Office)","TV Show",120,128,"graaaaaap","soda",NA
"3019",19472,3019,"Da_MichaelScott","I'm just a 44 year old guy with a paper route","Michael Scott (The Office)","TV Show",243,240,"rout","year","old"
"3020",19473,3020,"Da_MichaelScott","Good thing Russia doesn't exist anymore","Michael Scott (The Office)","TV Show",507,348,"russia","exist","anymor"
"3021",19474,3021,"Da_MichaelScott","I have eggs in my crocs","Michael Scott (The Office)","TV Show",430,316,"croc","egg",NA
"3022",19475,3022,"Da_MichaelScott","Happy Coming Out Day! I'm coming out....hetero","Michael Scott (The Office)","TV Show",212,209,"come","outhetero","day"
"3023",19480,3023,"Da_MichaelScott","ASAP as possible","Michael Scott (The Office)","TV Show",1470,879,"asap","possibl",NA
"3024",19481,3024,"Da_MichaelScott","She is in the terminal stages of her pregnancy.","Michael Scott (The Office)","TV Show",324,323,"pregnanc","stage","termin"
"3025",19483,3025,"Da_MichaelScott","I understand nothing.","Michael Scott (The Office)","TV Show",897,376,"understand","noth",NA
"3026",19484,3026,"Da_MichaelScott","T-shirt idea: Goodbyes stink.","Michael Scott (The Office)","TV Show",281,245,"stink","tshirt","goodby"
"3027",19489,3027,"Da_MichaelScott","I have eggs in my crocs","Michael Scott (The Office)","TV Show",351,203,"croc","egg",NA
"3028",19493,3028,"Da_MichaelScott","I am Beyonce. Always.","Michael Scott (The Office)","TV Show",966,447,"beyonc","alway",NA
"3029",19494,3029,"Da_MichaelScott","You should never settle for who you are!","Michael Scott (The Office)","TV Show",243,125,"settl","never",NA
"3030",19497,3030,"Da_MichaelScott","Where's my golden shower, Phyllis?!?!","Michael Scott (The Office)","TV Show",129,98,"phylli","shower","where"
"3031",19498,3031,"Da_MichaelScott","She is in the terminal stages of her pregnancy.","Michael Scott (The Office)","TV Show",137,142,"pregnanc","stage","termin"
"3032",19499,3032,"Da_MichaelScott","Andy would you like to have my baby?","Michael Scott (The Office)","TV Show",53,45,"andi","babi","like"
"3033",19500,3033,"Da_MichaelScott","I. DECLARE. BANKRUPTCY!!","Michael Scott (The Office)","TV Show",889,560,"bankruptci","declar",NA
"3034",19501,3034,"Da_MichaelScott","Try my gookie gookie! Try my gookie gookie!","Michael Scott (The Office)","TV Show",226,176,"gooki","tri",NA
"3035",19505,3035,"Da_MichaelScott","I'll have the chicken breast...hold the chicken.","Michael Scott (The Office)","TV Show",533,334,"chicken","breasthold","ill"
"3036",19507,3036,"Da_MichaelScott","Fluffy fingers. #learningnewthings","Michael Scott (The Office)","TV Show",51,37,"learningnewth","finger","fluffi"
"3037",19509,3037,"Da_MichaelScott","Then suddenly she's not yo ho no mo","Michael Scott (The Office)","TV Show",960,549,"sudden","shes",NA
"3038",19512,3038,"Da_MichaelScott","Dwight you ignorant slut!","Michael Scott (The Office)","TV Show",930,503,"slut","ignor","dwight"
"3039",19515,3039,"Da_MichaelScott","Diversity tomorrow, because today is almost over.","Michael Scott (The Office)","TV Show",201,73,"almost","divers","tomorrow"
"3040",19516,3040,"Da_MichaelScott","I am 2/15ths Native American","Michael Scott (The Office)","TV Show",150,88,"american","nativ","ths"
"3041",19517,3041,"Da_MichaelScott","Try my gookie gookie!","Michael Scott (The Office)","TV Show",150,102,"gooki","tri",NA
"3042",19534,3042,"DwightSchrute_","If I'm dead, you guys have been dead for weeks.","Dwight Schrute (The Office)","TV Show",241,552,"dead","week","guy"
"3043",19540,3043,"DwightSchrute_","You couldn’t handle my undivided attention.","Dwight Schrute (The Office)","TV Show",410,578,"couldn’t","handl","undivid"
"3044",19572,3044,"DwightSchrute_","#ILikeYouBecause False. I do not like you.","Dwight Schrute (The Office)","TV Show",886,1197,"ilikeyoubecaus","fals","like"
"3045",19578,3045,"DwightSchrute_","Today, smoking is going to save lives.","Dwight Schrute (The Office)","TV Show",198,481,"smoke","save","today"
"3046",19588,3046,"DwightSchrute_","""That's what"" - She.","Dwight Schrute (The Office)","TV Show",490,987,"that",NA,NA
"3047",19594,3047,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",77,237,"clitori",NA,NA
"3048",19598,3048,"DwightSchrute_","Ryan started the fire!!!!","Dwight Schrute (The Office)","TV Show",441,843,"fire","ryan","start"
"3049",19606,3049,"DwightSchrute_","BUTTLICKER, OUR PRICES HAVE NEVER BEEN LOWER!!!","Dwight Schrute (The Office)","TV Show",366,793,"lower","price","buttlick"
"3050",19608,3050,"DwightSchrute_","The eyes are the groin of the head.","Dwight Schrute (The Office)","TV Show",113,332,"groin","head","eye"
"3051",19622,3051,"DwightSchrute_","Growing up I performed my own circumcision.","Dwight Schrute (The Office)","TV Show",126,385,"circumcis","perform","grow"
"3052",19632,3052,"DwightSchrute_","I'm ravenous after a night of love-making.","Dwight Schrute (The Office)","TV Show",82,257,"lovemak","raven","night"
"3053",19636,3053,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",194,465,"red","paint","blue"
"3054",19640,3054,"DwightSchrute_","In the wild, there is no healthcare.","Dwight Schrute (The Office)","TV Show",184,391,"healthcar","wild",NA
"3055",19658,3055,"DwightSchrute_","If I'm dead, you guys have been dead for weeks.","Dwight Schrute (The Office)","TV Show",360,728,"dead","week","guy"
"3056",19664,3056,"DwightSchrute_","You couldn’t handle my undivided attention.","Dwight Schrute (The Office)","TV Show",369,624,"couldn’t","handl","undivid"
"3057",19696,3057,"DwightSchrute_","#ILikeYouBecause False. I do not like you.","Dwight Schrute (The Office)","TV Show",526,684,"ilikeyoubecaus","fals","like"
"3058",19706,3058,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",150,400,"clitori",NA,NA
"3059",19710,3059,"DwightSchrute_","Ryan started the fire!!!!","Dwight Schrute (The Office)","TV Show",629,1399,"fire","ryan","start"
"3060",19718,3060,"DwightSchrute_","BUTTLICKER, OUR PRICES HAVE NEVER BEEN LOWER!!!","Dwight Schrute (The Office)","TV Show",521,1180,"lower","price","buttlick"
"3061",19720,3061,"DwightSchrute_","The eyes are the groin of the head.","Dwight Schrute (The Office)","TV Show",113,327,"groin","head","eye"
"3062",19740,3062,"DwightSchrute_","Growing up I performed my own circumcision.","Dwight Schrute (The Office)","TV Show",111,367,"circumcis","perform","grow"
"3063",19750,3063,"DwightSchrute_","I'm ravenous after a night of love-making.","Dwight Schrute (The Office)","TV Show",106,384,"lovemak","raven","night"
"3064",19754,3064,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",232,556,"red","paint","blue"
"3065",19758,3065,"DwightSchrute_","In the wild, there is no healthcare.","Dwight Schrute (The Office)","TV Show",235,472,"healthcar","wild",NA
"3066",19775,3066,"DwightSchrute_","If I'm dead, you guys have been dead for weeks.","Dwight Schrute (The Office)","TV Show",279,603,"dead","week","guy"
"3067",19781,3067,"DwightSchrute_","You couldn’t handle my undivided attention.","Dwight Schrute (The Office)","TV Show",471,753,"couldn’t","handl","undivid"
"3068",19799,3068,"DwightSchrute_","#ILikeYouBecause False. I do not like you.","Dwight Schrute (The Office)","TV Show",631,803,"ilikeyoubecaus","fals","like"
"3069",19805,3069,"DwightSchrute_","Today, smoking is going to save lives.","Dwight Schrute (The Office)","TV Show",311,718,"smoke","save","today"
"3070",19815,3070,"DwightSchrute_","""That's what"" - She.","Dwight Schrute (The Office)","TV Show",369,641,"that",NA,NA
"3071",19819,3071,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",127,335,"clitori",NA,NA
"3072",19823,3072,"DwightSchrute_","Ryan started the fire!!!!","Dwight Schrute (The Office)","TV Show",401,745,"fire","ryan","start"
"3073",19831,3073,"DwightSchrute_","BUTTLICKER, OUR PRICES HAVE NEVER BEEN LOWER!!!","Dwight Schrute (The Office)","TV Show",373,829,"lower","price","buttlick"
"3074",19833,3074,"DwightSchrute_","The eyes are the groin of the head.","Dwight Schrute (The Office)","TV Show",146,395,"groin","head","eye"
"3075",19853,3075,"DwightSchrute_","Growing up I performed my own circumcision.","Dwight Schrute (The Office)","TV Show",112,377,"circumcis","perform","grow"
"3076",19863,3076,"DwightSchrute_","I'm ravenous after a night of love-making.","Dwight Schrute (The Office)","TV Show",100,334,"lovemak","raven","night"
"3077",19867,3077,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",159,403,"red","paint","blue"
"3078",19871,3078,"DwightSchrute_","In the wild, there is no healthcare.","Dwight Schrute (The Office)","TV Show",195,381,"healthcar","wild",NA
"3079",19876,3079,"DwightSchrute_","If I'm dead, you guys have been dead for weeks.","Dwight Schrute (The Office)","TV Show",446,818,"dead","week","guy"
"3080",19882,3080,"DwightSchrute_","You couldn’t handle my undivided attention.","Dwight Schrute (The Office)","TV Show",462,606,"couldn’t","handl","undivid"
"3081",19907,3081,"DwightSchrute_","#ILikeYouBecause False. I do not like you.","Dwight Schrute (The Office)","TV Show",444,655,"ilikeyoubecaus","fals","like"
"3082",19913,3082,"DwightSchrute_","Today, smoking is going to save lives.","Dwight Schrute (The Office)","TV Show",252,616,"smoke","save","today"
"3083",19923,3083,"DwightSchrute_","""That's what"" - She.","Dwight Schrute (The Office)","TV Show",438,734,"that",NA,NA
"3084",19927,3084,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",117,299,"clitori",NA,NA
"3085",19935,3085,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",152,392,"clitori",NA,NA
"3086",19936,3086,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",312,642,"red","paint","blue"
"3087",19947,3087,"DwightSchrute_","In the wild, there is no healthcare.","Dwight Schrute (The Office)","TV Show",270,504,"healthcar","wild",NA
"3088",19948,3088,"DwightSchrute_","Growing up I performed my own circumcision.","Dwight Schrute (The Office)","TV Show",172,499,"circumcis","perform","grow"
"3089",19964,3089,"DwightSchrute_","The eyes are the groin of the head.","Dwight Schrute (The Office)","TV Show",208,501,"groin","head","eye"
"3090",19972,3090,"DwightSchrute_","#ILikeYouBecause False. I do not like you.","Dwight Schrute (The Office)","TV Show",930,1294,"ilikeyoubecaus","fals","like"
"3091",19975,3091,"DwightSchrute_","""That's what"" - She.","Dwight Schrute (The Office)","TV Show",645,1043,"that",NA,NA
"3092",19982,3092,"DwightSchrute_","If I'm dead, you guys have been dead for weeks.","Dwight Schrute (The Office)","TV Show",372,717,"dead","week","guy"
"3093",19988,3093,"DwightSchrute_","I'm ravenous after a night of love-making.","Dwight Schrute (The Office)","TV Show",137,441,"lovemak","raven","night"
"3094",19989,3094,"DwightSchrute_","Today, smoking is going to save lives.","Dwight Schrute (The Office)","TV Show",254,573,"smoke","save","today"
"3095",20000,3095,"DwightSchrute_","Ryan started the fire!!!!","Dwight Schrute (The Office)","TV Show",783,1489,"fire","ryan","start"
"3096",20010,3096,"DwightSchrute_","BUTTLICKER, OUR PRICES HAVE NEVER BEEN LOWER!!!","Dwight Schrute (The Office)","TV Show",441,946,"lower","price","buttlick"
"3097",20025,3097,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",162,400,"clitori",NA,NA
"3098",20026,3098,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",215,413,"red","paint","blue"
"3099",20037,3099,"DwightSchrute_","In the wild, there is no healthcare.","Dwight Schrute (The Office)","TV Show",179,345,"healthcar","wild",NA
"3100",20038,3100,"DwightSchrute_","Growing up I performed my own circumcision.","Dwight Schrute (The Office)","TV Show",125,290,"circumcis","perform","grow"
"3101",20054,3101,"DwightSchrute_","The eyes are the groin of the head.","Dwight Schrute (The Office)","TV Show",138,331,"groin","head","eye"
"3102",20062,3102,"DwightSchrute_","#ILikeYouBecause False. I do not like you.","Dwight Schrute (The Office)","TV Show",767,947,"ilikeyoubecaus","fals","like"
"3103",20065,3103,"DwightSchrute_","""That's what"" - She.","Dwight Schrute (The Office)","TV Show",391,695,"that",NA,NA
"3104",20072,3104,"DwightSchrute_","If I'm dead, you guys have been dead for weeks.","Dwight Schrute (The Office)","TV Show",279,554,"dead","week","guy"
"3105",20078,3105,"DwightSchrute_","I'm ravenous after a night of love-making.","Dwight Schrute (The Office)","TV Show",91,342,"lovemak","raven","night"
"3106",20079,3106,"DwightSchrute_","Today, smoking is going to save lives.","Dwight Schrute (The Office)","TV Show",211,433,"smoke","save","today"
"3107",20090,3107,"DwightSchrute_","Ryan started the fire!!!!","Dwight Schrute (The Office)","TV Show",549,1052,"fire","ryan","start"
"3108",20100,3108,"DwightSchrute_","BUTTLICKER, OUR PRICES HAVE NEVER BEEN LOWER!!!","Dwight Schrute (The Office)","TV Show",429,934,"lower","price","buttlick"
"3109",20115,3109,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",135,301,"clitori",NA,NA
"3110",20116,3110,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",192,448,"red","paint","blue"
"3111",20127,3111,"DwightSchrute_","In the wild, there is no healthcare.","Dwight Schrute (The Office)","TV Show",248,504,"healthcar","wild",NA
"3112",20128,3112,"DwightSchrute_","Growing up I performed my own circumcision.","Dwight Schrute (The Office)","TV Show",150,396,"circumcis","perform","grow"
"3113",20141,3113,"DwightSchrute_","The eyes are the groin of the head.","Dwight Schrute (The Office)","TV Show",103,274,"groin","head","eye"
"3114",20149,3114,"DwightSchrute_","#ILikeYouBecause False. I do not like you.","Dwight Schrute (The Office)","TV Show",626,694,"ilikeyoubecaus","fals","like"
"3115",20152,3115,"DwightSchrute_","""That's what"" - She.","Dwight Schrute (The Office)","TV Show",424,663,"that",NA,NA
"3116",20159,3116,"DwightSchrute_","If I'm dead, you guys have been dead for weeks.","Dwight Schrute (The Office)","TV Show",369,758,"dead","week","guy"
"3117",20165,3117,"DwightSchrute_","I'm ravenous after a night of love-making.","Dwight Schrute (The Office)","TV Show",101,305,"lovemak","raven","night"
"3118",20166,3118,"DwightSchrute_","Today, smoking is going to save lives.","Dwight Schrute (The Office)","TV Show",239,455,"smoke","save","today"
"3119",20174,3119,"DwightSchrute_","Ryan started the fire!!!!","Dwight Schrute (The Office)","TV Show",506,827,"fire","ryan","start"
"3120",20184,3120,"DwightSchrute_","BUTTLICKER, OUR PRICES HAVE NEVER BEEN LOWER!!!","Dwight Schrute (The Office)","TV Show",395,811,"lower","price","buttlick"
"3121",20198,3121,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",125,304,"clitori",NA,NA
"3122",20199,3122,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",225,514,"red","paint","blue"
"3123",20208,3123,"DwightSchrute_","In the wild, there is no healthcare.","Dwight Schrute (The Office)","TV Show",263,506,"healthcar","wild",NA
"3124",20209,3124,"DwightSchrute_","Growing up I performed my own circumcision.","Dwight Schrute (The Office)","TV Show",129,357,"circumcis","perform","grow"
"3125",20230,3125,"DwightSchrute_","#ILikeYouBecause False. I do not like you.","Dwight Schrute (The Office)","TV Show",679,917,"ilikeyoubecaus","fals","like"
"3126",20233,3126,"DwightSchrute_","""That's what"" - She.","Dwight Schrute (The Office)","TV Show",454,811,"that",NA,NA
"3127",20240,3127,"DwightSchrute_","If I'm dead, you guys have been dead for weeks.","Dwight Schrute (The Office)","TV Show",346,621,"dead","week","guy"
"3128",20244,3128,"DwightSchrute_","I'm ravenous after a night of love-making.","Dwight Schrute (The Office)","TV Show",87,257,"lovemak","raven","night"
"3129",20245,3129,"DwightSchrute_","Today, smoking is going to save lives.","Dwight Schrute (The Office)","TV Show",228,546,"smoke","save","today"
"3130",20253,3130,"DwightSchrute_","Ryan started the fire!!!!","Dwight Schrute (The Office)","TV Show",559,1031,"fire","ryan","start"
"3131",20262,3131,"DwightSchrute_","BUTTLICKER, OUR PRICES HAVE NEVER BEEN LOWER!!!","Dwight Schrute (The Office)","TV Show",594,1217,"lower","price","buttlick"
"3132",20275,3132,"DwightSchrute_","Where is the clitoris?","Dwight Schrute (The Office)","TV Show",213,394,"clitori",NA,NA
"3133",20276,3133,"DwightSchrute_","What is red and smells like blue paint? Red Paint.","Dwight Schrute (The Office)","TV Show",190,490,"red","paint","blue"
"3134",20285,3134,"DwightSchrute_","In the wild, there is no healthcare.","Dwight Schrute (The Office)","TV Show",288,585,"healthcar","wild",NA
"3135",20286,3135,"DwightSchrute_","Growing up I performed my own circumcision.","Dwight Schrute (The Office)","TV Show",150,479,"circumcis","perform","grow"
"3136",20302,3136,"DwightSchrute_","You couldn’t handle my undivided attention.","Dwight Schrute (The Office)","TV Show",638,872,"couldn’t","handl","undivid"
"3137",20310,3137,"DwightSchrute_","""That's what"" - She.","Dwight Schrute (The Office)","TV Show",514,856,"that",NA,NA
"3138",20317,3138,"DwightSchrute_","If I'm dead, you guys have been dead for weeks.","Dwight Schrute (The Office)","TV Show",336,660,"dead","week","guy"
"3139",20321,3139,"DwightSchrute_","I'm ravenous after a night of love-making.","Dwight Schrute (The Office)","TV Show",113,305,"lovemak","raven","night"
