"","X","id","Handle","Text","Author","Category","Retweets","Favorites","first_word","second_word","third_word"
"881",5254,881,"ihatequotes","Friends may come and go, but enemies accumulate.","Unknown","Inspirational Quote",97,58,"accumul","enemi","may"
"882",5271,882,"ihatequotes","Only dead fish go with the flow.","Unknown","Inspirational Quote",135,82,"fish","flow","dead"
"883",5278,883,"ihatequotes","99% of what you worry about will never happen.","Unknown","Inspirational Quote",87,61,"worri","happen","will"
"884",5316,884,"ihatequotes","Don't hurt others just because you're hurt.","Unknown","Inspirational Quote",119,114,"hurt","other","your"
"885",5324,885,"ihatequotes","The sun always shines after the storm.","Unknown","Inspirational Quote",134,84,"storm","sun","shine"
"886",5329,886,"ihatequotes","Every success, every achievement, begins within.","Unknown","Inspirational Quote",104,74,"everi","within","success"
"887",5343,887,"ihatequotes","Dear Karma, I have a list of people you missed.","Unknown","Inspirational Quote",185,117,"karma","dear","list"
"888",5407,888,"ihatequotes","Choose to want less rather than to have more.","Unknown","Inspirational Quote",69,47,"rather","less","choos"
"889",5436,889,"ihatequotes","Tell the truth or someone will tell it for you.","Unknown","Inspirational Quote",108,73,"tell","truth","someon"
"890",5462,890,"ihatequotes","Sometimes, you just have to talk to a two","year","Inspirational Quote",128,96,"talk","two","sometim"
"891",5483,891,"ihatequotes","It always seems impossible until it is DONE.","Unknown","Inspirational Quote",120,64,"done","seem","imposs"
"892",5512,892,"ihatequotes","Don't fall for words, fall for actions.","Unknown","Inspirational Quote",133,125,"fall","word","action"
"893",5643,893,"ihatequotes","Friends may come and go, but enemies accumulate.","Unknown","Inspirational Quote",113,75,"accumul","enemi","may"
"894",5645,894,"ihatequotes","The future belongs to the Risk","takers, not the Security","Inspirational Quote",122,113,"belong","risk","futur"
"895",5669,895,"ihatequotes","Only dead fish go with the flow.","Unknown","Inspirational Quote",112,85,"fish","flow","dead"
"896",5678,896,"ihatequotes","99% of what you worry about will never happen.","Unknown","Inspirational Quote",127,112,"worri","happen","will"
"897",5679,897,"ihatequotes","Things always look better when you don't have it.","WilzKanadi","Inspirational Quote",68,52,"better","look","alway"
"898",5725,898,"ihatequotes","Sometimes, you just have to talk to a two","year","Inspirational Quote",187,159,"talk","two","sometim"
"899",5728,899,"ihatequotes","Don't hurt others just because you're hurt.","Unknown","Inspirational Quote",209,163,"hurt","other","your"
"900",5751,900,"ihatequotes","Every success, every achievement, begins within.","Unknown","Inspirational Quote",86,81,"everi","within","success"
"901",5765,901,"ihatequotes","You Won't Believe Theses Celebs Posed For Playboy!","Unknown","Inspirational Quote",3,0,"playboy","pose","these"
"902",5786,902,"ihatequotes","Dear Karma, I have a list of people you missed.","Unknown","Inspirational Quote",197,117,"karma","dear","list"
"903",5823,903,"ihatequotes","Trying times are not the times to stop trying.","Unknown","Inspirational Quote",75,61,"time","tri","stop"
"904",5855,904,"ihatequotes","You always pass failure on the road to success.","Unknown","Inspirational Quote",78,64,"pass","road","success"
"905",5886,905,"ihatequotes","Those who follow the crowd usually get lost in it!","Unknown","Inspirational Quote",68,60,"crowd","usual","follow"
"906",5899,906,"ihatequotes","Always laugh when you can. It is cheap medicine.","Unknown","Inspirational Quote",108,69,"cheap","medicin","laugh"
"907",5928,907,"ihatequotes","What is done with love will always be done well.","Unknown","Inspirational Quote",123,63,"done","well","will"
"908",5958,908,"ihatequotes","Advice is temporary. Knowledge is forever.","Unknown","Inspirational Quote",123,90,"temporari","advic","knowledg"
"909",5964,909,"ihatequotes","The keys to happiness are three: 1","Being grateful when blessed. 2","Inspirational Quote",112,101,"three","key","happi"
"910",6001,910,"ihatequotes","Life does NOT have to be perfect to be wonderful.","Unknown","Inspirational Quote",174,160,"wonder","perfect","life"
"911",6005,911,"ihatequotes","The good things we build end up building us.","Unknown","Inspirational Quote",78,46,"build","end","good"
"912",6017,912,"ihatequotes","If not us, then who? If not now, then when?","Unknown","Inspirational Quote",104,70,"now",NA,NA
"913",6018,913,"ihatequotes","The only guarantee for failure is to stop trying.","Unknown","Inspirational Quote",82,56,"guarante","failur","stop"
"914",6026,914,"ihatequotes","Use things, not people. Love people, not things.","Unknown","Inspirational Quote",103,78,"peopl","thing","use"
"915",6055,915,"ihatequotes","Maturity comes with experience, not age.","Unknown","Inspirational Quote",164,124,"matur","experi","age"
"916",6057,916,"ihatequotes","When you're through changing, you're through.","Unknown","Inspirational Quote",44,41,"your","chang",NA
"917",6061,917,"ihatequotes","Love is made by trust, respect, and caring.","Unknown","Inspirational Quote",176,111,"respect","trust","care"
"918",6068,918,"ihatequotes","Be the hero of your life, not the victim.","Unknown","Inspirational Quote",97,80,"victim","hero","life"
"919",6116,919,"ihatequotes","Expectation is the root of all heartache.","Unknown","Inspirational Quote",156,124,"heartach","root","expect"
"920",6140,920,"ihatequotes","Never judge someone by the opinion of another.","Unknown","Inspirational Quote",150,93,"opinion","judg","anoth"
"921",6389,921,"ihatequotes","The secret to friendship is being a good listener.","Unknown","Inspirational Quote",163,122,"friendship","secret","listen"
"922",6412,922,"ihatequotes","Happy Halloween  RT to save this kids life on","Unknown","Inspirational Quote",8,4,"halloween","kid","save"
"923",6414,923,"ihatequotes","RT to save this kids life on","Unknown","Inspirational Quote",8,8,"kid","save","life"
"924",6434,924,"ihatequotes","Joy is contagious. Let's spread this virus.","PauloCoelho","Inspirational Quote",116,75,"contagi","spread","virus"
"925",6445,925,"ihatequotes","Sometimes people care too much. It's called love.","Winnie the Pooh","Inspirational Quote",225,148,"call","care","sometim"
"926",6449,926,"ihatequotes","I love the feeling, when everything seems perfect.","Unknown","Inspirational Quote",140,104,"seem","perfect","everyth"
"927",6451,927,"ihatequotes","A girl worth kissing is not easily kissed.","Unknown","Inspirational Quote",74,110,"kiss","easili","worth"
"928",6452,928,"ihatequotes","Do it today. It could be illegal tomorrow! ;)","Unknown","Inspirational Quote",129,105,"illeg","tomorrow","today"
"929",6498,929,"ihatequotes","If you really","Unknown","Inspirational Quote",217,181,"realli",NA,NA
"930",6642,930,"quotes","I have been bent and broken, but","I hope","Inspirational Quote",145,203,"bent","broken",NA
"931",6645,931,"quotes","An unhealthy body weakens the mind.","Jean","Inspirational Quote",68,132,"unhealthi","weaken","bodi"
"932",6809,932,"quotes","Continuous effort","not strength or intelligence","Inspirational Quote",158,221,"effort","continu",NA
"933",6862,933,"quotes","Self","respect leads to self","Inspirational Quote",141,220,"self",NA,NA
"934",7131,934,"quotes","By all means let’s be open","minded, but not so open","Inspirational Quote",126,183,"let’","open","mean"
"935",7198,935,"quotes","I have been bent and broken, but","I hope","Inspirational Quote",157,230,"bent","broken",NA
"936",7523,936,"quotes","Tomorrow belongs to those who can hear it coming.","David Bowie, 1947","Inspirational Quote",105,142,"belong","hear","tomorrow"
"937",7556,937,"quotes","I may be no better, but at least I am different.","Jean","Inspirational Quote",80,115,"least","differ","may"
"938",7557,938,"quotes","Follow your own passion","not your parents’, not your teachers’","Inspirational Quote",87,149,"passion","follow",NA
"939",7609,939,"quotes","I have been bent and broken, but","I hope","Inspirational Quote",123,199,"bent","broken",NA
"940",7804,940,"trvlx","Invest in yourself.","Unknown","Inspirational Quote",3,1,"invest",NA,NA
"941",7806,941,"trvlx","Life isn't a matter of milestones, but of moments.","Unknown","Inspirational Quote",4,3,"mileston","moment","isnt"
"942",7813,942,"trvlx","Act without expectation.","Unknown","Inspirational Quote",2,5,"expect","act","without"
"943",7814,943,"trvlx","Be a nice human.","Unknown","Inspirational Quote",17,16,"nice","human",NA
"944",7819,944,"trvlx","Tomorrow could be the day you've been waiting for.","Unknown","Inspirational Quote",8,5,"wait","youv","tomorrow"
"945",7822,945,"trvlx","Doubt kills more dreams than failure ever will.","Unknown","Inspirational Quote",13,19,"doubt","failur","kill"
"946",7823,946,"trvlx","You are more than the mistakes you've made.","Unknown","Inspirational Quote",4,9,"made","youv","mistak"
"947",7826,947,"trvlx","Stop waiting to be picked, choose yourself.","Unknown","Inspirational Quote",9,18,"pick","choos","wait"
"948",7827,948,"trvlx","Do more of what makes you happy.","Unknown","Inspirational Quote",7,11,"happi","make",NA
"949",7832,949,"trvlx","Expand beyond your invisible limits.","Unknown","Inspirational Quote",6,11,"expand","invis","beyond"
"950",7833,950,"trvlx","Live in the eternal now.","Unknown","Inspirational Quote",0,3,"etern","now","live"
"951",7834,951,"trvlx","The rarest commodity is leadership without ego.","Unknown","Inspirational Quote",5,9,"commod","ego","leadership"
"952",7838,952,"trvlx","I haven't been everywhere, but it's on my list.","Unknown","Inspirational Quote",7,5,"everywher","havent","list"
"953",7840,953,"trvlx","Do something everyday that scares you.","Unknown","Inspirational Quote",2,8,"everyday","scare","someth"
"954",7844,954,"trvlx","Do something worth writing about.","Unknown","Inspirational Quote",9,13,"write","worth","someth"
"955",7847,955,"trvlx","Fight for your world, not for your country.","Unknown","Inspirational Quote",2,10,"countri","fight","world"
"956",7851,956,"trvlx","Believe in yourself, you are amazing.","Unknown","Inspirational Quote",3,7,"amaz","believ",NA
"957",7859,957,"trvlx","When you lose, do not lose the lesson.","Unknown","Inspirational Quote",2,7,"lose","lesson",NA
"958",7862,958,"trvlx","Never stop exploring.","Unknown","Inspirational Quote",11,22,"explor","stop","never"
"959",7864,959,"trvlx","I haven’t been everywhere, but it’s on my list.","Unknown","Inspirational Quote",7,10,"haven’t","everywher","list"
"960",7876,960,"trvlx","You owe yourself the love you give other people.","Unknown","Inspirational Quote",8,10,"owe","peopl","give"
"961",7877,961,"trvlx","Adventure is worthwhile.","Unknown","Inspirational Quote",28,31,"worthwhil","adventur",NA
"962",7878,962,"trvlx","Travel more, regret less.","Unknown","Inspirational Quote",24,24,"less","regret","travel"
"963",7880,963,"trvlx","Be more spontaneous.","Unknown","Inspirational Quote",10,15,"spontan",NA,NA
"964",7888,964,"trvlx","Act without expectation.","Unknown","Inspirational Quote",8,8,"expect","act","without"
"965",7889,965,"trvlx","Be a nice human.","Unknown","Inspirational Quote",8,11,"nice","human",NA
"966",7895,966,"trvlx","Tomorrow could be the day you've been waiting for.","Unknown","Inspirational Quote",17,21,"wait","youv","tomorrow"
"967",7898,967,"trvlx","Doubt kills more dreams than failure ever will.","Unknown","Inspirational Quote",8,11,"doubt","failur","kill"
"968",7899,968,"trvlx","You are more than the mistakes you've made.","Unknown","Inspirational Quote",4,10,"made","youv","mistak"
"969",7902,969,"trvlx","Stop waiting to be picked, choose yourself.","Unknown","Inspirational Quote",11,12,"pick","choos","wait"
"970",7903,970,"trvlx","Do more of what makes you happy.","Unknown","Inspirational Quote",13,11,"happi","make",NA
"971",7908,971,"trvlx","Expand beyond your invisible limits.","Unknown","Inspirational Quote",10,10,"expand","invis","beyond"
"972",7909,972,"trvlx","Live in the eternal now.","Unknown","Inspirational Quote",7,11,"etern","now","live"
"973",7912,973,"trvlx","The rarest commodity is leadership without ego.","Unknown","Inspirational Quote",4,6,"commod","ego","leadership"
"974",7916,974,"trvlx","I haven't been everywhere, but it's on my list.","Unknown","Inspirational Quote",23,30,"everywher","havent","list"
"975",7918,975,"trvlx","Do something everyday that scares you.","Unknown","Inspirational Quote",10,13,"everyday","scare","someth"
"976",7922,976,"trvlx","Do something worth writing about.","Unknown","Inspirational Quote",9,11,"write","worth","someth"
"977",7925,977,"trvlx","Fight for your world, not for your country.","Unknown","Inspirational Quote",4,9,"countri","fight","world"
"978",7929,978,"trvlx","Believe in yourself, you are amazing.","Unknown","Inspirational Quote",10,8,"amaz","believ",NA
"979",7937,979,"trvlx","When you lose, do not lose the lesson.","Unknown","Inspirational Quote",5,6,"lose","lesson",NA
"980",7938,980,"trvlx","Travel more, regret less.","Unknown","Inspirational Quote",61,56,"less","regret","travel"
"981",7941,981,"trvlx","Be more spontaneous.","Unknown","Inspirational Quote",8,10,"spontan",NA,NA
"982",7943,982,"trvlx","Act without expectation.","Unknown","Inspirational Quote",1,6,"expect","act","without"
"983",7946,983,"trvlx","Expand beyond your invisible limits.","Unknown","Inspirational Quote",3,10,"expand","invis","beyond"
"984",7948,984,"trvlx","Live in the eternal now.","Unknown","Inspirational Quote",1,1,"etern","now","live"
"985",7952,985,"trvlx","The rarest commodity is leadership without ego.","Unknown","Inspirational Quote",0,2,"commod","ego","leadership"
"986",7958,986,"trvlx","Do something everyday that scares you.","Unknown","Inspirational Quote",4,6,"everyday","scare","someth"
"987",7962,987,"trvlx","Do something worth writing about.","Unknown","Inspirational Quote",6,8,"write","worth","someth"
"988",7969,988,"trvlx","Believe in yourself, you are amazing.","Unknown","Inspirational Quote",4,7,"amaz","believ",NA
"989",7977,989,"trvlx","When you lose, do not lose the lesson.","Unknown","Inspirational Quote",4,9,"lose","lesson",NA
"990",7978,990,"trvlx","Act without expectation.","Unknown","Inspirational Quote",2,2,"expect","act","without"
"991",7989,991,"trvlx","Believe in yourself, you are amazing.","Unknown","Inspirational Quote",10,10,"amaz","believ",NA
"992",7997,992,"trvlx","Destroy your enemies by making them your friends.","Unknown","Inspirational Quote",7,11,"destroy","enemi","friend"
"993",7998,993,"trvlx","When you lose, do not lose the lesson.","Unknown","Inspirational Quote",4,11,"lose","lesson",NA
"994",7999,994,"trvlx","Act without expectation.","Unknown","Inspirational Quote",7,10,"expect","act","without"
"995",8003,995,"trvlx","Focus on the journey, not the destination.","Unknown","Inspirational Quote",2,6,"destin","focus","journey"
"996",8013,996,"trvlx","Let go of anxiety and replace it with laughter.","Unknown","Inspirational Quote",3,6,"replac","anxieti","laughter"
"997",8014,997,"trvlx","Be more spontaneous.","Unknown","Inspirational Quote",3,6,"spontan",NA,NA
"998",8018,998,"trvlx","Invest in yourself.","Unknown","Inspirational Quote",8,8,"invest",NA,NA
"999",8020,999,"trvlx","You are more than the mistakes you've made.","Unknown","Inspirational Quote",4,9,"made","youv","mistak"
"1000",8024,1000,"trvlx","Life begins at the end of your comfort zone.","Unknown","Inspirational Quote",7,13,"comfort","zone","begin"
"1001",8028,1001,"trvlx","Do something everyday that scares you.","Unknown","Inspirational Quote",5,11,"everyday","scare","someth"
"1002",8032,1002,"trvlx","Do something worth writing about.","Unknown","Inspirational Quote",8,6,"write","worth","someth"
"1003",8033,1003,"trvlx","Don't promise on tomorrow, it isn't guaranteed.","Unknown","Inspirational Quote",6,5,"guarante","promis","isnt"
"1004",8038,1004,"_Disneyy_Quotes","Love is never wrong and so it never dies.","The Lion King","Movies",2,1,"never","die","wrong"
"1005",8040,1005,"_Disneyy_Quotes","The dream is gone, but then there's hope.","Tarzan","Movies",2,0,"gone","hope","there"
"1006",8041,1006,"_Disneyy_Quotes","A woman appreciates a man who can make her laugh.","Genie (Aladdin)","Movies",3,0,"appreci","woman","laugh"
"1007",8042,1007,"_Disneyy_Quotes","Who says you have to grow up?","Walt Disney","Movies",3,2,"say","grow",NA
"1008",8045,1008,"_Disneyy_Quotes","Please don't leave me. I love you.","Belle (Beauty and the Beast)","Movies",3,5,"pleas","leav","dont"
"1009",8053,1009,"_Disneyy_Quotes","Listen to me. The human world is a mess.","Sebastian (Little Mermaid)","Movies",3,2,"mess","human","listen"
"1010",8054,1010,"_Disneyy_Quotes","Think fast, unafraid.","Mulan (Mulan II)","Movies",2,1,"fast","unafraid","think"
"1011",8057,1011,"_Disneyy_Quotes","There's nothing in the world quite like a friend.","Aladdin","Movies",2,5,"quit","there","friend"
"1012",8058,1012,"_Disneyy_Quotes","Rich people, old people, all got dreams.","Princess and the Frog","Movies",2,2,"peopl","rich","old"
"1013",8065,1013,"_Disneyy_Quotes","You're capable of more than you know.","Glinda (Oz and the Great and Powerful)","Movies",2,6,"capabl","your","know"
"1014",8077,1014,"_Disneyy_Quotes","With every ending comes a new beginning.","Kala (Tarzan Broadway)","Movies",5,0,"new","begin","end"
"1015",8081,1015,"_Disneyy_Quotes","Hakuna Matata. It's something I learned out here.","Simba (The Lion King)","Movies",4,2,"hakuna","matata","someth"
"1016",8098,1016,"_Disneyy_Quotes","Celebrities","Unknown","Movies",0,0,"celebr",NA,NA
"1017",8107,1017,"_Disneyy_Quotes","Things aren't always what they seem.","Jafar (Aladdin)","Movies",1,2,"arent","seem","alway"
"1018",8110,1018,"_Disneyy_Quotes","If I do marry, I want it to be for love.","Jasmine (Aladdin)","Movies",3,4,"marri","want","love"
"1019",8112,1019,"_Disneyy_Quotes","I don't want to grow up.","Wendy (Peter Pan)","Movies",2,2,"grow","want","dont"
"1020",8116,1020,"_Disneyy_Quotes","I'll be right beside you, because we're friends.","Mickey Mouse","Movies",2,1,"besid","right","ill"
"1021",8118,1021,"_Disneyy_Quotes","Without trust, there can be no relationship.","Mushu (Mulan II)","Movies",4,1,"relationship","trust","without"
"1022",8119,1022,"_Disneyy_Quotes","Crying won't help.","Doorknob (Alice in Wonderland)","Movies",2,1,"cri","wont","help"
"1023",8122,1023,"_Disneyy_Quotes","Luck favors the prepared.","Edna (The Incredibles)","Movies",3,2,"luck","favor","prepar"
"1024",8129,1024,"_Disneyy_Quotes","Always let your conscience be your guide.","Pinocchio","Movies",3,3,"guid","conscienc","let"
"1025",8131,1025,"_Disneyy_Quotes","Don't stress over anything that you can't change.","Mickey Mouse","Movies",3,3,"stress","anyth","cant"
"1026",8145,1026,"_Disneyy_Quotes","With a friend, you can solve any problem.","Pooh","Movies",2,4,"solv","problem","friend"
"1027",8148,1027,"_Disneyy_Quotes","I do what I love and I love what I do.","Balthazar (American Dragon)","Movies",1,2,"love",NA,NA
"1028",8154,1028,"_Disneyy_Quotes","The 21 highest superhero salaries of all time;","Unknown","Movies",1,0,"highest","salari","superhero"
"1029",8155,1029,"_Disneyy_Quotes","It's kind of fun to do the impossible.","Walt Disney","Movies",1,6,"fun","kind","imposs"
"1030",8156,1030,"_Disneyy_Quotes","Keep smiling.","Eeyore","Movies",7,8,"keep","smile",NA
"1031",8158,1031,"_Disneyy_Quotes","Things never happen the same way twice, dear one.","Aslan (The Chronicles of Narnia)","Movies",2,2,"twice","dear","happen"
"1032",8160,1032,"_Disneyy_Quotes","Celebs before and after makeup.","Unknown","Movies",1,0,"makeup","celeb",NA
"1033",8163,1033,"_Disneyy_Quotes","Things aren't always what they seem.","Jafar (Aladdin)","Movies",2,2,"arent","seem","alway"
"1034",8166,1034,"_Disneyy_Quotes","Friends stick to you like honey.","Pooh","Movies",5,7,"honey","stick","friend"
"1035",8167,1035,"_Disneyy_Quotes","Smiles can be catching.","Pooh","Movies",4,2,"catch","smile","can"
"1036",8178,1036,"_Disneyy_Quotes","We've all heard","Unknown","Movies",1,0,"weve","heard",NA
"1037",8180,1037,"_Disneyy_Quotes","Listen to me. The human world is a mess.","Sebastian (Little Mermaid)","Movies",5,3,"mess","human","listen"
"1038",8181,1038,"_Disneyy_Quotes","If you focus, you can accomplish anything.","Stacy (Phineas and Ferb)","Movies",2,1,"accomplish","focus","anyth"
"1039",8184,1039,"_Disneyy_Quotes","I was just giving myself some good advice.","Alice (Alice in Wonderland)","Movies",4,2,"advic","give","good"
"1040",8189,1040,"_Disneyy_Quotes","You can always take more than nothing.","Mad Hatter (Alice in Wonderland)","Movies",2,1,"take","noth","alway"
"1041",8194,1041,"_Disneyy_Quotes","You're capable of more than you know.","Glinda (Oz and the Great and Powerful)","Movies",6,2,"capabl","your","know"
"1042",8196,1042,"_Disneyy_Quotes","We can't just run away from who we are.","Elinor (Brave)","Movies",5,4,"run","away","cant"
"1043",8197,1043,"_Disneyy_Quotes","Nothing's impossible if you believe you can do it.","Phineas (Phineas and Ferb)","Movies",3,2,"imposs","believ","noth"
"1044",8223,1044,"_Disneyy_Quotes","Luck favors the prepared.","Edna (The Incredibles)","Movies",2,6,"luck","favor","prepar"
"1045",8226,1045,"_Disneyy_Quotes","Sarcasm is a foreign language to you, isn't it?","Timon (The Lion King)","Movies",2,1,"foreign","sarcasm","languag"
"1046",8227,1046,"_Disneyy_Quotes","Nothing was ever accomplished with tears.","Absolem (Alice in Wonderland)","Movies",1,1,"accomplish","tear","ever"
"1047",8239,1047,"_Disneyy_Quotes","With every ending comes a new beginning.","Kala (Tarzan Broadway)","Movies",3,4,"new","begin","end"
"1048",8245,1048,"_Disneyy_Quotes","It wasn't a dream at all. It was a memory.","Alice (Alice in Wonderland)","Movies",5,7,"wasnt","memori","dream"
"1049",8249,1049,"_Disneyy_Quotes","Curiosity often leads to trouble.","Alice (Alice in Wonderland)","Movies",0,4,"troubl","curios","lead"
"1050",8250,1050,"_Disneyy_Quotes","With a friend, you can solve any problem.","Pooh","Movies",0,1,"solv","problem","friend"
"1051",8260,1051,"_Disneyy_Quotes","It's okay to be afraid.","Mulan (Mulan II)","Movies",0,1,"afraid","okay",NA
"1052",8270,1052,"_Disneyy_Quotes","It's kind of fun to do the impossible.","Walt Disney","Movies",5,6,"fun","kind","imposs"
"1053",8276,1053,"_Disneyy_Quotes","Please don't leave me. I love you.","Belle (Beauty and the Beast)","Movies",1,3,"pleas","leav","dont"
"1054",8279,1054,"_Disneyy_Quotes","Listen to me. The human world is a mess.","Sebastian (Little Mermaid)","Movies",2,7,"mess","human","listen"
"1055",8280,1055,"_Disneyy_Quotes","Some things never change.","Mickey Mouse","Movies",7,3,"chang","thing","never"
"1056",8283,1056,"_Disneyy_Quotes","I don't want to grow up.","Wendy (Peter Pan)","Movies",5,4,"grow","want","dont"
"1057",8287,1057,"_Disneyy_Quotes","The dream is gone, but then there's hope.","Tarzan","Movies",1,1,"gone","hope","there"
"1058",8294,1058,"_Disneyy_Quotes","That's no smile. That's a mask of pain.","Mushu (Mulan II)","Movies",5,3,"that","mask","pain"
"1059",8296,1059,"_Disneyy_Quotes","When we work together, things are always better.","Pooh","Movies",3,7,"togeth","work","better"
"1060",8307,1060,"_Disneyy_Quotes","Could be worse. Not sure how, but it could be.","Eeyore","Movies",5,9,"wors","sure",NA
"1061",8322,1061,"_Disneyy_Quotes","I'd look on the bright side, if I could find one.","Eeyore","Movies",3,1,"bright","side","find"
"1062",8323,1062,"_Disneyy_Quotes","Is there no respect for the human race?","Donald Duck","Movies",2,1,"race","respect","human"
"1063",8325,1063,"_Disneyy_Quotes","For every laugh, there should be a tear.","Walt Disney","Movies",1,2,"tear","laugh","everi"
"1064",8332,1064,"_Disneyy_Quotes","The past is gone. I must move on.","Pocahontas (Pocahontas II)","Movies",3,3,"gone","past","move"
"1065",8345,1065,"_Disneyy_Quotes","Be mysterious as the dark side of the moon.","Shang (Mulan)","Movies",3,3,"moon","mysteri","side"
"1066",8347,1066,"_Disneyy_Quotes","With every ending comes a new beginning.","Kala (Tarzan Broadway)","Movies",3,5,"new","begin","end"
"1067",8349,1067,"_Disneyy_Quotes","If only you'd come back, I'll change my ways.","King Triton (The Little Mermaid Broadway)","Movies",2,1,"youd","back","ill"
"1068",8361,1068,"_Disneyy_Quotes","You're capable of more than you know.","Glinda (Oz and the Great and Powerful)","Movies",3,3,"capabl","your","know"
"1069",8365,1069,"_Disneyy_Quotes","My dream wouldn't be complete without you in it.","Tiana (Princess and the Frog)","Movies",4,4,"complet","wouldnt","without"
"1070",8366,1070,"_Disneyy_Quotes","The dream is gone, but then there's hope.","Tarzan","Movies",3,5,"gone","hope","there"
"1071",8379,1071,"_Disneyy_Quotes","A woman appreciates a man who can make her laugh.","Genie (Aladdin)","Movies",7,3,"appreci","woman","laugh"
"1072",8393,1072,"_Disneyy_Quotes","When we work together, things are always better.","Pooh","Movies",1,2,"togeth","work","better"
"1073",8394,1073,"_Disneyy_Quotes","It's the time of your life, so live it well.","A Bug's Life","Movies",3,6,"well","time","live"
"1074",8398,1074,"_Disneyy_Quotes","Shocking Photos of Celebrities without Make","up","Movies",0,0,"photo","shock","celebr"
"1075",8401,1075,"_Disneyy_Quotes","It's kind of fun to do the impossible.","Walt Disney","Movies",2,5,"fun","kind","imposs"
"1076",8402,1076,"_Disneyy_Quotes","Eyeliner ideas to make you look hot!","Unknown","Movies",0,0,"eyelin","hot","idea"
"1077",8409,1077,"_Disneyy_Quotes","Pretty is nice, but still, it's just pretty.","Georgette (Oliver and Company)","Movies",2,6,"pretti","nice","still"
"1078",8419,1078,"_Disneyy_Quotes","It's good to be bad.","Cruella De Vil (Disney Hallmark)","Movies",0,2,"bad","good",NA
"1079",8433,1079,"_Disneyy_Quotes","When I'm with you, I feel at home.","Pooh's Lullaby","Movies",3,7,"home","feel",NA
"1080",8435,1080,"_Disneyy_Quotes","Even miracles take a little time.","Fairy Godmother (Cinderella)","Movies",6,5,"miracl","take","even"
"1081",8442,1081,"_Disneyy_Quotes","OMG weirdest furniture ever! I want","Unknown","Movies",1,1,"furnitur","weirdest","omg"
"1082",8450,1082,"_Disneyy_Quotes","Always let your conscience be your guide.","Pinocchio","Movies",5,6,"guid","conscienc","let"
"1083",8454,1083,"_Disneyy_Quotes","Hakuna Matata. It's something I learned out here.","Simba (The Lion King)","Movies",4,2,"hakuna","matata","someth"
"1084",8460,1084,"_Disneyy_Quotes","For every up, there is a down.","Merlin (Sword in the Stone)","Movies",5,3,"everi",NA,NA
"1085",8463,1085,"_Disneyy_Quotes","With you here, I know that life is much more fun.","Pooh","Movies",10,8,"fun","much","life"
"1086",8469,1086,"_Disneyy_Quotes","Celebs before and after makeup.","Unknown","Movies",1,0,"makeup","celeb",NA
"1087",8476,1087,"_Disneyy_Quotes","It's the time of your life, so live it well.","A Bug's Life","Movies",7,4,"well","time","live"
"1088",8488,1088,"_Disneyy_Quotes","You're in my world now, not your world.","Dr. Facilier (Princess and the Frog)","Movies",2,5,"world","now","your"
"1089",8496,1089,"_Disneyy_Quotes","Please don't leave me. I love you.","Belle (Beauty and the Beast)","Movies",4,2,"pleas","leav","dont"
"1090",8497,1090,"_Disneyy_Quotes","If I do marry, I want it to be for love.","Jasmine (Aladdin)","Movies",4,7,"marri","want","love"
"1091",8505,1091,"_Disneyy_Quotes","I hope you appreciate what I go through for you.","Sebastian (The Little Mermaid)","Movies",3,2,"appreci","hope",NA
"1092",8507,1092,"_Disneyy_Quotes","Hakuna Matata. It's something I learned out here.","Simba (The Lion King)","Movies",2,1,"hakuna","matata","someth"
"1093",8508,1093,"_Disneyy_Quotes","Nothing's impossible if you believe you can do it.","Phineas (Phineas and Ferb)","Movies",1,2,"imposs","believ","noth"
"1094",8509,1094,"_Disneyy_Quotes","These swimming pools are insane!","Unknown","Movies",0,0,"pool","swim","insan"
"1095",8511,1095,"_Disneyy_Quotes","My father said, Differences can make you stronger.","Mulan (Mulan II)","Movies",5,3,"father","stronger","said"
"1096",8526,1096,"_Disneyy_Quotes","You got to put your past behind you.","Timon (The Lion King)","Movies",5,3,"put","behind","past"
"1097",8530,1097,"_Disneyy_Quotes","Anyone can. That doesn't mean that anyone should.","Remy (Ratatouille)","Movies",2,4,"anyon","doesnt","mean"
"1098",8531,1098,"_Disneyy_Quotes","It's not too bad being me.","Eeyore","Movies",2,3,"bad",NA,NA
"1099",8534,1099,"_Disneyy_Quotes","Check out Sexy Disney Pics! We think","Unknown","Movies",0,0,"check","pic","sexi"
"1100",8549,1100,"_Disneyy_Quotes","You're only a fool if you give up.","Jafar (Aladdin)","Movies",8,6,"fool","give","your"
"1101",8551,1101,"_Disneyy_Quotes","You're weird, but I like you.","Dot (A Bug's Life)","Movies",2,1,"weird","your","like"
"1102",8554,1102,"_Disneyy_Quotes","Once you're grown up, you can't come back.","Peter Pan","Movies",6,4,"grown","back","cant"
"1103",8558,1103,"_Disneyy_Quotes","If you cut it down, then you'll never know.","Pocahontas","Movies",2,2,"cut","youll","know"
"1104",8559,1104,"_Disneyy_Quotes","I just have to stop trying to be someone else.","Cinderella (Cinderella II)","Movies",4,6,"els","someon","stop"
"1105",8561,1105,"_Disneyy_Quotes","Be strong. Never give up.","Jasmine (Aladdin Series)","Movies",8,6,"strong","give","never"
"1106",8573,1106,"_Disneyy_Quotes","A simple hello would do. Thank you very much.","Pooh","Movies",1,2,"simpl","thank","hello"
